session_id,timestamp,round,target_word,target_token_id,guess_word,guess_token_id,distance,round_score,total_score
20250609_203112,2025-06-09T20:31:22.145765,1,great,67530,you,13320,54210,0,0
20250609_203112,2025-06-09T20:31:27.561046,2,slow,69974,fast,10472,59502,0,0
20250609_203112,2025-06-09T20:31:40.548473,3,mini,42752,small,18158,24594,0,0
20250609_203112,2025-06-09T20:32:24.680543,5,amble,47712,ibling,47701,11,9,9
